database_name,dataset,AOM-compact-cv3-numpy,AOM-compact-cv5-numpy,AOM-compact-cv5-oneSE-numpy,AOM-compact-oneSEcv3-numpy,AOM-compact-press-numpy,AOM-compact-repcv3-numpy,AOM-compact-repcv3-oneSE-numpy,AOM-compact-simpls-covariance-numpy,AOM-default-nipals-adjoint-numpy,AOM-default-oneSEcv3-numpy,AOM-default-simpls-covariance-numpy,AOM-explorer-simpls-numpy,AOM-family-pruned-cv3-numpy,AOM-family-pruned-numpy,AOM-response-dedup-cv3-numpy,AOM-response-dedup-numpy,ASLS-AOM-compact-cv3-numpy,ASLS-AOM-compact-cv5-numpy,ASLS-AOM-compact-repcv3-numpy,ASLS-AOM-compact-repcv3-oneSE-numpy,ASLS-AOM-family-pruned-cv3-numpy,ASLS-AOM-response-dedup-cv3-numpy,ActiveSuperblock-deep3-numpy,ActiveSuperblock-simpls-numpy,LocalSNV-w101-AOM-compact,LocalSNV-w31-AOM-compact,LocalSNV-w51-AOM-compact,MSC-AOM-compact-numpy,MSC-AOM-default-numpy,MSC-OSC-AOM-default-numpy,OSC-AOM-compact-numpy,OSC-AOM-default-numpy,PLS-standard-numpy,POP-K3-numpy,POP-K5-numpy,POP-K8-cv3-numpy,POP-K8-cv3-oneSE-numpy,POP-K8-numpy,POP-nipals-adjoint-numpy,POP-simpls-covariance-numpy,SNV-AOM-compact-cv3-numpy,SNV-AOM-compact-numpy,SNV-AOM-compact-oneSE-numpy,SNV-AOM-compact-repcv3-numpy,SNV-AOM-default-numpy,SNV-ASLS-AOM-compact-repcv3-numpy,SNV-OSC-AOM-default-numpy,Superblock-raw-simpls-numpy,nirs4all-AOM-PLS-default,nirs4all-POP-PLS-default,pipeline-emsc1-asls-osc1-compact,pipeline-emsc1-asls-osc1-default,pipeline-emsc1-asls-osc2-compact,pipeline-emsc1-asls-osc2-default,pipeline-emsc1-asls-osc3-compact,pipeline-emsc1-asls-osc3-default,pipeline-emsc1-asls-x-compact,pipeline-emsc1-asls-x-default,pipeline-emsc1-x-osc1-compact,pipeline-emsc1-x-osc1-default,pipeline-emsc1-x-osc2-compact,pipeline-emsc1-x-osc2-default,pipeline-emsc1-x-osc3-compact,pipeline-emsc1-x-osc3-default,pipeline-emsc1-x-x-compact,pipeline-emsc1-x-x-default,pipeline-emsc2-asls-osc1-compact,pipeline-emsc2-asls-osc1-default,pipeline-emsc2-asls-osc2-compact,pipeline-emsc2-asls-osc2-default,pipeline-emsc2-asls-osc3-compact,pipeline-emsc2-asls-osc3-default,pipeline-emsc2-asls-x-compact,pipeline-emsc2-asls-x-default,pipeline-emsc2-x-osc1-compact,pipeline-emsc2-x-osc1-default,pipeline-emsc2-x-osc2-compact,pipeline-emsc2-x-osc2-default,pipeline-emsc2-x-osc3-compact,pipeline-emsc2-x-osc3-default,pipeline-emsc2-x-x-compact,pipeline-emsc2-x-x-default,pipeline-msc-asls-osc1-compact,pipeline-msc-asls-osc1-default,pipeline-msc-asls-osc2-compact,pipeline-msc-asls-osc2-default,pipeline-msc-asls-osc3-compact,pipeline-msc-asls-osc3-default,pipeline-msc-asls-x-compact,pipeline-msc-asls-x-default,pipeline-msc-x-osc1-compact,pipeline-msc-x-osc1-default,pipeline-msc-x-osc2-compact,pipeline-msc-x-osc2-default,pipeline-msc-x-osc3-compact,pipeline-msc-x-osc3-default,pipeline-msc-x-x-compact,pipeline-msc-x-x-default,pipeline-snv-asls-osc1-compact,pipeline-snv-asls-osc1-default,pipeline-snv-asls-osc2-compact,pipeline-snv-asls-osc2-default,pipeline-snv-asls-osc3-compact,pipeline-snv-asls-osc3-default,pipeline-snv-asls-x-compact,pipeline-snv-asls-x-default,pipeline-snv-x-osc1-compact,pipeline-snv-x-osc1-default,pipeline-snv-x-osc2-compact,pipeline-snv-x-osc2-default,pipeline-snv-x-osc3-compact,pipeline-snv-x-osc3-default,pipeline-snv-x-x-compact,pipeline-snv-x-x-default,pipeline-x-asls-osc1-compact,pipeline-x-asls-osc1-default,pipeline-x-asls-osc2-compact,pipeline-x-asls-osc2-default,pipeline-x-asls-osc3-compact,pipeline-x-asls-osc3-default,pipeline-x-asls-x-compact,pipeline-x-asls-x-default,pipeline-x-x-osc1-compact,pipeline-x-x-osc1-default,pipeline-x-x-osc2-compact,pipeline-x-x-osc2-default,pipeline-x-x-osc3-compact,pipeline-x-x-osc3-default
ALPINE,ALPINE_P_291_KS,0.0607920585189263,0.0607920585189263,0.0658404531778488,0.0634396565895516,0.0839119924335342,0.0598845144888807,0.0668578058837774,0.0602139375074288,0.0673304408295094,0.0572883873409942,0.0635305930443534,0.0602139375074288,0.0607920585189263,0.0648055203660351,0.066215313155246,0.0602139375074292,0.0605969545378215,0.0605969545378215,0.0574696067456109,0.0629566271446675,0.0605969545378215,0.0618602034922345,0.0699604492283229,0.0697520768619498,0.0570306404056327,0.0678314750918347,0.0618425087208686,0.0646651738960257,0.0765308426858228,0.0981593024139442,0.1023686841346503,0.1036270525112136,0.0596920317134281,0.1006903060232505,0.1006903060232505,0.1006903060232505,0.1006903060232505,0.1006903060232505,0.1006903060232505,0.1006903060232505,0.0621032884827663,0.0577981858379845,0.0684023467077881,0.066788136320537,0.0619421175325907,0.0643323875803086,0.0980586482977302,0.0595661399307662,0.0673304408295096,0.4152884258009491,0.1058637618971642,0.1058221576656705,0.1058645765233802,0.1058761085991616,0.1059801324447037,0.1059668144511596,0.1061452761102883,0.1051804127605777,0.1059657078939012,0.1057946902426304,0.1058028875412699,0.1055996480374709,0.1058576125447195,0.1058576125447195,0.1051482580764856,0.1028167035250114,0.1033411425887434,0.1033416997939361,0.1032706382580772,0.1041827539866308,0.1032534992290554,0.1040269500167164,0.1034293102849299,0.1041177058877333,0.1059674829602085,0.1059674829602085,0.1059650775691923,0.1056278896920536,0.1060227579392715,0.1060227579392715,0.1061208759833986,0.1061208759833986,0.1003900056800647,0.0996027623275169,0.1002457226069112,0.1012051497765477,0.1002479120052608,0.101266712744331,0.0660214500043177,0.0636574928422162,0.0982974906764581,0.0982974906764581,0.0981593024139442,0.0981593024139442,0.0981529778580908,0.0981529778580908,0.0646651738960257,0.0765308426858228,0.1005825430739579,0.1018313356042139,0.1004744042207549,0.1017128414225141,0.1004813736425846,0.0986298297869067,0.0617584430569809,0.0672337389539979,0.0981433606653454,0.0981433606653454,0.0980586482977302,0.0980586482977302,0.0980597424087325,0.0980597424087325,0.0577981858379845,0.0619421175325907,0.1006008474750145,0.1006008474750145,0.1006023338376744,0.1006023338376744,0.100604217101014,0.100604217101014,0.0574696067456109,0.0659225338285242,0.1025177788160946,0.1025177788160946,0.1023686841346503,0.1036270525112136,0.0982433537523959,0.0994557514698042
AMYLOSE,Rice_Amylose_313_YbasedSplit,2.47113102140502,2.47113102140502,2.4544527699838063,2.809563841407789,2.270758273806495,2.270758273806495,2.809563841407789,2.2707582738064915,1.8872509364111651,2.2745023248893603,1.9241251253080027,1.8704609146383744,2.0953732364004165,2.0953732364004165,1.9234312151181447,1.9234312151181447,2.3610909962213937,2.277125418775644,2.3189440231362566,2.3574532068316767,1.9718218714283595,1.9283937462778096,3.3856203704177856,3.390193212610795,4.940243776117256,4.794251729934542,4.928272238055908,2.4079701964945013,1.9030410637287236,5.368848708464804,5.324008711949575,5.326514806647345,3.2446926368545626,5.323802664312729,5.323802664312729,5.323802664312729,5.323802664312729,5.323802664312729,5.323802664312729,5.323802664312729,2.216328812921124,2.3935220866245777,2.6547391039115467,2.216328812921124,1.8949182643767408,2.29340793733984,5.35140219072602,3.3590334949040304,1.887250936411186,39.15419906350674,5.275019308937619,5.275623002902449,5.289841834171633,5.282938468902152,5.275584823843731,5.28041113047335,5.3363871423254166,7.30373363124617,5.25082879336269,5.248595113192557,5.251173293752693,5.248757714615113,5.250374200769029,5.24740982838002,5.354651354709154,5.266646689532532,5.210547380084813,5.2213939313630044,5.220454403071522,5.218215169536541,5.226096994514529,5.228715345587043,5.997357528765318,5.818810297769134,5.256100947749421,5.25365693544236,5.254999643718183,5.2534404237442205,5.255318676703188,5.254385856964597,5.749997953729019,6.029526004586852,5.339425864020404,5.322160461168238,5.339215279150944,5.321249079189404,5.338752871154827,5.310430085177892,2.3144186168286467,2.0851054009033225,5.3315623907871545,5.337088657774952,5.369459982248337,5.368848708464804,5.3826864760009805,5.384792125155653,2.4079701964945013,1.9030410637287236,5.3401408733259,5.323327286934755,5.339985149834916,5.322585720174835,5.339657739371414,5.311770195934438,2.29340793733984,2.075752694736062,5.377751556340925,5.3499191205513,5.365613153182682,5.35140219072602,5.379557035103058,5.368630286546374,2.3935220866245777,1.8949182643767408,5.35269847752568,5.351457445056246,5.355692084383577,5.353777800637297,5.350758154985952,5.314775693200466,2.3189440231362566,1.9192909039143,5.33230741859553,5.326306874152351,5.324008711949575,5.326514806647345,5.3240632042702645,5.3161740356227485
BEEFMARBLING,Beef_Marbling_RandomSplit,75.09710974076586,75.05514029849627,73.96021571116073,73.96021571116073,72.66856846205425,73.36257755362814,73.14403816124707,72.7827852830316,72.78278528303186,73.49402485560549,72.7827852830316,75.29365396141877,75.06023412435084,72.78278528303186,75.09710974076586,72.78278528303186,74.85313800725497,72.9760560708558,72.9760560708558,73.19344698768778,73.94447486436268,74.85313800725497,74.20764903031309,74.23353912841772,70.84151548324724,76.44135897544295,73.27180441354736,72.5824907335787,72.57166076176922,96.68777796931757,98.5547886481138,98.56159295568284,74.82383662125208,98.65721397961586,98.65721397961586,98.65721397961586,98.65721397961586,98.65721397961586,98.65721397961586,98.65721397961585,72.52391902129952,73.0619240225221,70.66735961681665,72.67222291683588,72.55301687265806,72.89567561347438,96.74884112627797,74.74748646920496,72.78278528303186,564.469562977438,99.5097067815984,99.51187593334494,99.5107473122189,99.50353792773954,99.52999812923304,99.51612994065177,103.78442261691048,103.78442261691048,99.57794565322746,99.57794565322746,99.5794039459864,99.54102959107615,99.57941888650356,99.57693727492226,157.32427304046743,131.59966729964324,99.49292707574756,99.47893727890929,99.40347076500252,99.38944388342848,99.44576648892414,99.43566567442105,103.79616980636574,100.26426781236742,99.43477930807256,99.39851790667151,99.4133524390782,99.41244752922854,99.43029305355957,99.43020921956186,102.99687280467184,102.99687280467184,98.93627154695724,98.96698705361707,98.24982720371534,98.45835179582184,98.96094762966264,98.95813725369564,72.71437590575553,71.86688806177632,97.93544360168411,96.7671557605834,96.684280569095,96.68777796931757,96.53693980974572,96.56157670648722,72.5824907335787,72.57166076176922,98.57946072418504,98.67856999397662,97.8969565074127,98.1170368106455,98.74169528186808,98.738633201684,72.89417863208556,71.64975708370328,97.8611133280726,96.77058774798805,96.52738332698064,96.74884112627797,96.6248446619888,96.49230966392248,73.0619240225221,72.55301687265806,94.10971777815504,94.1103279112496,93.85978973256888,93.46469007304076,94.06113821282833,93.72749131227528,72.30100168009834,74.05454469152055,98.57744918459106,98.51931439787047,98.5547886481138,98.56159295568284,98.55360676803112,98.55425840345778
BEER,Beer_OriginalExtract_60_KS,0.3288731834575107,0.3288731834575107,0.3288731834575107,0.3288731834575107,0.425090878001106,0.2595054322300939,0.3288731834575107,0.4250908780011068,0.2041832245698669,0.1540369600093148,0.2195069472589186,0.2440712473468487,0.1978674289958093,0.1657144157253136,0.1540369600093148,0.2196471405127135,0.2368898225553062,0.2368898225553062,0.2368898225553062,0.2368898225553062,0.2492897319910345,0.2121763486340599,0.3625219545394263,0.328018488419048,1.0578093818316263,1.8601958873983595,0.5872346866180144,0.201453390297095,0.2281897972475322,0.2571913649090565,0.6466576697497451,0.4865003319957321,0.5783836208398858,1.8698814156659316,1.6400382291186786,1.8979803703788427,1.8979803703788427,1.6239359891465075,1.624438857764653,1.8020488175084584,0.1426024118090958,0.2013685129868688,0.1426024118090958,0.1426024118090958,0.2281854414854232,0.2501525477128738,0.2571886392729809,0.4840009818237816,0.204183224569868,0.9814285852656066,1.6272870034937863,1.6149599992090569,1.6276052790508928,1.6276531674618462,1.6245263158069614,1.6200220281399005,2.153781294295744,1.7477633729551918,1.6783559634739624,1.6888268539011786,1.6742513073862229,1.6837324391860566,1.6703665895104995,1.677615796070558,1.6941794673286046,1.7143569411682549,1.6243116798045685,1.6200400207283174,1.6422228436918849,1.6070493725940784,1.64215599195385,1.6080623737331696,1.6022101589826008,1.6008148347813569,1.5988616084225502,1.5991350092893208,1.598840622746035,1.59910534034708,1.6003182574635302,1.599086466885701,1.6023469437951416,1.600687666888286,0.5369306055413839,0.3568847124101022,0.5413810535415026,0.3484682268119437,0.5489530090985727,0.3847662007135767,0.2648110197024154,0.2646952374390967,0.2516342243186002,0.2570721168069594,0.248606348665278,0.2571913649090565,0.2481103272937216,0.2579010477590494,0.201453390297095,0.2281897972475322,0.5366129229425035,0.3570149167247062,0.5410232473089602,0.3487276739631361,0.5485900848886652,0.3849615933274015,0.2646807690974219,0.2646355929287901,0.2515827239021362,0.2570683911486707,0.2485522963320132,0.2571886392729809,0.2480624306329765,0.2579046507679123,0.2013685129868688,0.2281854414854232,0.3434627693094726,0.2893475625600049,0.3442282311106681,0.25107705486581,0.3459464450191722,0.2760206866979855,0.4785635891732226,0.2063264731803492,0.6855232528043154,0.5527394861912488,0.6466576697497451,0.4865003319957321,0.6550816153138851,0.4984195101916435
BEER,Beer_OriginalExtract_60_YbaseSplit,0.2985422875159903,0.2793228826287099,0.2568723658502096,0.2568723658502096,0.7703265593537222,0.2994960089854169,0.2568723658502096,0.9473565532735878,0.2107115974147592,0.2074260424079046,0.2327825566430517,0.51886004751519,0.2914470289349864,0.9473565532735876,0.2263242761622163,0.2336291651514668,0.235240602571549,0.2537831878709551,0.235240602571549,0.2537831878709551,0.2954817635164128,0.2398242485840017,0.4019776930773105,0.3857593277721637,1.4116421602784357,2.1812922256387752,0.6951028849063728,0.266800677100485,0.2326972760278008,0.3022793835020914,0.9263079540752468,0.725418620259406,0.9263079540752552,0.8430589764912714,0.805714090888377,1.9095572026376817,1.9125834707397644,0.8135900901653486,0.8123305680952287,0.8131788125619965,0.2629621586190809,0.2666225967079605,0.2539879708326219,0.2629621586190809,0.2325915818800397,0.2582650895699052,0.302085188394144,0.4821967666034137,0.2107115974147587,0.9859489486942662,2.454479902569008,2.4530841864899315,2.4544803026406607,2.4530841158049617,2.449637722186518,2.45006195421864,2.4522423166170517,2.4494288783131006,2.454914150146525,2.455802364533493,2.45459062924133,2.454593430093503,2.450828299062205,2.446875498472272,2.92457255216656,2.8269178671208746,2.4409399886073,2.4409524711542367,2.4409466865708938,2.440950617029478,2.4409482414052466,2.4409487046817104,2.4409689929637666,2.4407471518211685,2.4409698097376,2.440872108679818,2.44090178870816,2.4408732545317244,2.440889424229461,2.440860317492671,2.4408917216477266,2.440870888075982,0.7472693970298111,0.6060807094269768,0.7481706174395252,0.6066394028460228,0.7466261776193742,0.7210807010441721,0.4292716395983362,0.2646101057635129,0.3151602475335892,0.295368094496086,0.3121473130772869,0.3022793835020914,0.3091259701206312,0.3311988846014684,0.266800677100485,0.2326972760278008,0.7468309681203096,0.6057139496459436,0.7477321911983166,0.6062830536156057,0.7462271103344279,0.6057171547527315,0.4288762314093933,0.264766552604145,0.3150321281176468,0.2952904242086773,0.3119779762888823,0.302085188394144,0.3089562879287751,0.3314466069919951,0.2666225967079605,0.2325915818800397,0.5260089758133936,0.4831017896767997,0.5211958246203859,0.4797964933794568,0.5144762658527253,0.4706717701223201,0.4963536267682693,0.4286412663480342,0.9263079540752476,0.9263079540752476,0.9263079540752468,0.725418620259406,0.9263079540752476,0.7042352175952489
BERRY,brix_groupSampleID_stratDateVar_balRows,4.281733838228362,4.281733838228362,4.354965767535166,4.447582867197306,4.143343944869722,4.354965767535166,4.5073555900637325,4.360670385671456,4.1629026505997855,4.009898976314049,3.9660707429302704,4.340543517256901,4.281733838228362,3.9660707429302735,4.281733838228362,3.9660707429302735,4.278086706491186,4.2133237741802345,4.278086706491186,4.39314166328816,4.025515635455454,4.025515635455454,4.129885622310394,4.130903753481008,3.801953362644862,3.699332549292051,3.710948934762508,5.055552310636436,4.381753306810958,5.352816057134013,5.382452216388611,5.383867377468955,4.427724806691203,5.4010323423955775,5.4010323423955775,5.4010323423955775,5.4010323423955775,5.4010323423955775,5.4010323423955775,5.4010323423955775,4.979854130395485,4.742529413222882,4.979854130395485,4.979854130395485,4.247042161738857,4.97098106768497,5.3552432463393735,4.41630233008364,4.162902650599791,16.282092464838794,5.057893211886266,5.04304484827554,5.054335145883381,5.054803558079331,5.065096092787531,5.089282061153185,12.775907720320928,12.049371273756924,5.167919825562775,5.226298835073072,5.1843323897506695,5.18989174938799,5.191078376681899,5.190210548185165,5.160010447335908,5.160010447335908,6.918242769429229,6.079669985115356,6.437980016224918,6.499806533033047,6.23689083498391,6.370915794513956,20.75632990100191,5.434375536998105,6.04694529374921,6.183564697947667,6.07897030448973,5.921289573829567,6.074372829984868,5.906787168688032,9.267129760045387,9.267129760045387,5.313671029598541,5.3135438515197535,5.313851004520273,5.313677674400037,5.313873040108908,5.313267115353996,4.796602424880428,4.460336646806945,5.352747105907854,5.347935786158623,5.352819358203508,5.352816057134013,5.3528015001435385,5.352783330756978,5.055552310636436,4.381753306810958,5.299050705649638,5.299573787823932,5.29858097936368,5.297514523606435,5.299242996624475,5.299567673404708,4.778490582433655,4.331292829727534,5.355216120876512,5.355246997493977,5.35524003229594,5.3552432463393735,5.3551796322842735,5.355215267986295,4.742529413222882,4.247042161738857,5.325972088336124,5.316913387547037,5.324266397949256,5.316678363782779,5.331223563835372,5.33363715465038,4.2133237741802345,4.055846836269848,5.382359502960675,5.378691151222331,5.382452216388611,5.383867377468955,5.380715596774973,5.384786004618447
BERRY,ph_groupSampleID_stratDateVar_balRows,0.3448134019201604,0.3404823093244757,0.3493103596379021,0.3492339309007606,0.3723524579308986,0.3448134019201604,0.3492339309007606,0.3448134019201602,0.3513128408267453,0.3372344990758822,0.3513128408267448,0.3448134019201602,0.3484080020363488,0.3513128408267453,0.3484080020363488,0.3513128408267453,0.3384585105112708,0.3384585105112708,0.3402074117242379,0.34652398962573,0.3260240211194692,0.3260240211194692,0.3419406286813891,0.3466695564202358,0.3211140393069012,0.2989489351563514,0.3010481106191599,0.7419331381849696,0.3922283368889769,0.4494186972018892,0.4521659000253047,0.4521659000253047,0.340482309324476,0.4608383449456909,0.4608383449456909,0.4608383449456909,0.4608383449456909,0.4608383449456909,0.4608383449456909,0.4608383449456909,0.3875751487602099,0.3876772684728021,0.4041195034919488,0.3875751487602099,0.3439198901474636,0.3799760720366641,0.4487563549829328,0.3410361777510142,0.351312840826744,1.3012779992271355,0.4186609015612031,0.4167903765314291,0.4186566625939992,0.4166213594555524,0.4188637306368867,0.4188519571229023,0.4890598392457989,0.4890598392457989,0.4287497650431349,0.4289072785825889,0.4226881158637858,0.4226881158637858,0.4226881158637858,0.4226881158637858,0.3829459727356415,0.3829459727356415,3.091639492882517,2.835139829189905,3.0916394928825177,2.8256454167978435,3.082049770684805,2.7829487250431963,3.6736084390877104,0.4147455350151742,2.6141909732914765,2.6141909732914765,0.6024960684844497,1.819167887448392,0.6029262035941659,0.6029262035941659,2.443678277980477,2.443678277980477,0.5034553181550093,0.5033110933664595,0.5035209355408296,0.5034329936770031,0.5036235997594863,0.5035973906679754,0.7244480691628693,0.5918174662367669,0.4494173877517946,0.4494036673993353,0.4494295371369196,0.4494186972018892,0.4494308388953627,0.4494191389538778,0.7419331381849696,0.3922283368889769,0.4454731209632459,0.4454503351764091,0.4454712132602926,0.445051182144113,0.445472996565193,0.4454408045490668,0.3818761570016043,0.3460922118922012,0.4487604088214855,0.4487604088214855,0.4487638486661772,0.4487563549829328,0.4487708647943579,0.4487624063937637,0.3876772684728021,0.3439198901474636,0.4424644346728033,0.4423121595573721,0.4424661456909298,0.4424627046450479,0.4418840210671231,0.4418810111511717,0.3384585105112708,0.3260240211194692,0.4521189869979887,0.4521189869979887,0.4521659000253047,0.4521659000253047,0.452295440602498,0.452295440602498
BERRY,ta_groupSampleID_stratDateVar_balRows,2.171883626120552,2.175504096022409,2.2475791589727074,2.233720389050846,1.935498408067392,1.935498408067392,2.233720389050846,2.252388959089023,1.87331437311998,1.9493399721513516,1.870756941109064,2.19608820546902,1.870756941109065,1.870756941109065,1.870756941109065,1.870756941109065,1.9361678347622104,1.9361678347622104,1.9361678347622104,2.012170102155733,1.8360048550874792,1.8360048550874792,2.3110585647420394,2.289569021809688,1.873009001224714,1.843743899622612,1.8367756580452612,2.7321205920219227,1.97814642020762,2.404471120462171,2.4279130409434027,2.4279130409434027,2.1787115855745847,2.4654537674766908,2.4654537674766908,2.4654537674766908,2.4654537674766908,2.4654537674766908,2.4654537674766908,2.465453767476691,2.4503506553443257,2.4503506553443257,2.4190758577910247,2.4503506553443257,1.915694170238284,2.599051170842058,2.405525845991971,2.2022035178848487,1.8733143731199768,8.063477549854117,2.2733233812565383,2.273259741770828,2.2734587510151534,2.2734587510151534,2.274071442272053,2.274071442272053,2.479464981061943,2.165232855016373,2.307113777671568,2.3072634065969595,2.30648988794568,2.3065584185843337,2.3069580145546094,2.3068762249122714,2.105421088433956,2.105421088433956,15.4133935127508,13.698564024589382,8.786355014487825,13.63177254349845,8.852572916872811,13.48381634385906,33.45785979193646,30.16124038200467,11.616063475486744,11.64808650546902,11.535367256998004,7.671987044066631,11.524701493908294,7.657738805666879,2.808828421515134,2.808828421515134,2.5290553676560235,2.5135559023554017,2.4989213893207154,2.4989213893207154,2.4985936473611234,2.4985936473611234,3.3910614994770456,3.2324586823568446,2.4044069390948613,2.4043369233396,2.4046262992903524,2.404471120462171,2.404496068866665,2.40446023451322,2.7321205920219227,1.97814642020762,2.407992047966193,2.407992047966193,2.4079920479661934,2.4079920479661934,2.407884138066968,2.407206305127607,2.51698499256024,1.9268278812367703,2.405520353746766,2.4054917463237664,2.4055454049445646,2.405525845991971,2.4054929741974878,2.405456806056477,2.4503506553443257,1.915694170238284,2.3991851034899514,2.3992754289125418,2.399428734701293,2.399428734701293,2.399068527242121,2.399068527242121,2.226440146766119,1.8360048550874792,2.427591964445005,2.434205554803651,2.4279130409434027,2.4279130409434027,2.427856733465144,2.427856733465144
BISCUIT,Biscuit_Fat_40_RandomSplit,0.442133781365517,0.442133781365517,0.4596123125049884,0.2740572196551213,0.3974846307069198,0.442133781365517,0.5490983541729934,0.5490983541729932,0.5490983541729934,0.5610969694339878,0.5666989713446977,0.3635341949763641,0.460926087446691,0.5490983541729934,0.460926087446691,0.5490983541729934,0.7387976677573145,0.4371357596760806,0.508840795528155,0.625883883258245,0.526603328294374,0.738797667757316,0.2865470127149003,0.2868918603505263,0.3449341222770113,0.4686394560486044,0.3855258355344262,0.8781600977777931,0.9071242544527776,2.0246862652119217,2.660757607998374,2.3912013438825768,0.4196763112966035,2.0353364176039,2.0353364176039,1.601214568640274,1.601214568640274,2.0353364176039,2.0353364176039,2.035336417603899,0.4741820428500742,1.0704203982608196,0.6135187080108621,0.4541629258170855,1.0704203982608196,0.8939438759350521,2.0178668171385463,0.6878219946186349,0.5490983541729896,5.866538006161034,1.9876595505895864,1.9876595505895864,1.989565603416261,2.014366884317092,1.98968580633527,1.9799806988000288,2.7711863028837267,2.952485192153236,1.9743648119057624,1.977108649952119,1.9741521609624972,1.9792644904779788,1.9735086754850992,1.973969280265367,3.06655724214884,2.6147081819571656,2.001002276054041,2.001083369196921,1.993187260296737,1.994664768171068,2.0005590621681453,2.000580173843209,6.606098740509493,10.103127073614797,2.002737950419976,2.002737950419976,2.00369202521176,2.003455531263937,2.0039560754863697,2.0040550664163685,6.349249364017432,5.546228638159811,1.6366301044920963,1.5385447860352277,1.59433974464388,1.5103250741329104,1.9792144693821287,1.7605935347248294,0.6533170635489013,0.669365828795984,2.1384442291878445,2.00169667735781,2.159356384049512,2.0246862652119217,1.9742014186594912,1.931308121968036,0.8781600977777931,0.9071242544527776,1.6382496502913495,1.5336380503243314,1.5934625646802565,1.5116516540908855,1.9971132649183152,1.7617026193418048,0.7130112813807301,0.693315956158831,2.127294338123208,1.996461904238203,2.147190544332134,2.0178668171385463,1.9731809720653384,1.935974684307591,1.0704203982608196,1.0704203982608196,1.4376458033200854,1.455634241664695,1.4195050619810068,1.5222540135513336,1.301250871981213,1.5125884884897882,0.625883883258245,0.6356743854916337,3.8423497609978754,3.8536109747168794,2.660757607998374,2.3912013438825768,1.7179811418745092,1.7703878076939576
BISCUIT,Biscuit_Sucrose_40_RandomSplit,1.151771036149548,1.1649498367043007,1.0372030287768583,1.0372030287768583,2.5100989661080253,1.082073307380811,1.315009172775429,1.194712443409029,4.346934040836874,1.1763536680636812,4.750023851659158,1.858505953735388,1.290899831735566,1.180774063899094,1.290899831735566,3.675312420073168,0.881698340051363,0.881698340051363,0.881698340051363,0.7578697550591629,0.8804559718919874,1.1710332625316544,2.167604629191287,2.2216133123276607,1.0875048741591131,1.7684482229008387,3.1535261521582503,3.1611699829648874,3.0187916830058508,4.463196175378579,4.18274762736077,4.981250839515801,1.1544618734444572,4.250840070360239,4.250840070360239,3.7878100955845793,3.7878100955845793,4.250840070360239,1.93848616630794,4.838187065881693,1.0754217681430578,2.745411941736584,1.0702757833675995,1.0754217681430578,2.979368383428012,1.059007523767702,4.471263539889601,3.019082236732202,4.346934040836885,10.926274230727335,3.9202908336355,3.988577580996648,3.9204154277611294,3.98230727692532,3.935391599722118,3.99394143238926,3.941449332484801,3.930260102957076,3.902228470251055,3.9092846246543225,3.881160863454643,3.881160863454643,3.8763619735435983,3.8763619735435983,5.092457152865315,5.005452531962838,3.93659549513012,3.93664649792244,3.9317948915971694,3.9301010055204166,3.936490354466324,3.942496485866729,15.045645778822774,16.669720403209407,3.887249308561596,3.8872295017897542,3.8870195282419058,3.8866874415263952,3.8870291635017504,3.886740664717137,8.609230071726108,41.75136918590855,4.068950700291943,8.226944967898822,3.886446630385042,4.638962690601394,3.968308571102351,4.626120158183635,3.3395986364906487,3.355873763620105,5.341369445943347,7.195042150836481,4.468408693646009,4.463196175378579,4.468360339303281,4.463123862209468,3.1611699829648874,3.0187916830058508,4.054110572466663,8.196947657457208,3.890194629490488,4.587580947187395,3.9679802216151625,4.573413291861569,3.0418890316283047,3.3345154456055326,5.331609449158499,7.179187754020012,4.490599647680861,4.471263539889601,4.490371372555125,4.471119906766855,2.745411941736584,2.979368383428012,4.092691860101492,4.612830198411365,3.689505252423417,4.75877311190129,3.6898754372567466,4.394308458092871,2.5678474362925803,3.1385225523872498,3.751086050352189,5.3988172290426215,4.18274762736077,4.981250839515801,4.199142570568999,4.956366341662093
